N,D,Q,L,C_train,C_Q,C_attn,C_total,C,form,s_train,s_Q,s_attn
0.6921411086392781,5.392969928025304,0.880497287885711,2.935763101429568,2.239617710905033e+19,1.0027337099684936e+19,3.057824714622339e+18,3.54813389233576e+19,3.5481338923357606e+19,exp,0.6312100328972303,0.28260875727786794,0.08618120982490186
0.7426161464593654,5.600536397458935,0.8954594116249451,2.909191282743807,2.4954292545518227e+19,1.144933176761687e+19,3.4070927422147553e+18,3.981071705534985e+19,3.981071705534986e+19,exp,0.626823488530077,0.28759421116928324,0.08558230030063985
0.796877298613275,5.814936224644788,0.9104849926348251,2.8829578792053026,2.7802744021820494e+19,1.3069613876163105e+19,3.796001317112558e+18,4.466835921509616e+19,4.466835921509617e+19,exp,0.6224259075185429,0.29259220857492535,0.08498188390653172
0.8552613731241526,6.035776512941689,0.9255992776476621,2.857057499273073,3.0972999049974116e+19,1.4916877509129904e+19,4.228846803623133e+18,5.011872336272715e+19,5.011872336272715e+19,exp,0.6179925778598037,0.29763083550973796,0.08437658663045854
0.9181691098098822,6.26224697199851,0.9408440813780595,2.8314840139196074,3.4498810366137016e+19,1.702508457757465e+19,4.71023757532324e+18,5.6234132519034905e+19,5.6234132519034905e+19,exp,0.6134852414493881,0.30275357358472216,0.08376118496588979
0.9861201775469005,6.492576094262343,0.9563004493364856,2.806230006329995,3.841476174486446e+19,1.943607723292281e+19,5.244895470232161e+18,6.309573444801942e+19,6.309573444801943e+19,exp,0.6088329437945119,0.30804106494607747,0.0831259912594107
1.0599466968687732,6.72205863847221,0.9721721122820453,2.7812852342889314,4.275014310004093e+19,2.2207615800447513e+19,5.836819537925589e+18,7.0794578438414025e+19,7.0794578438414025e+19,exp,0.6038618216680299,0.3136909109468951,0.08244726738507503
1.1422798600546,6.927588904865058,0.9894553713833422,2.7566295652746304,4.747947170859035e+19,2.5470821226557985e+19,6.482530537279535e+18,7.943282347242788e+19,7.94328234724279e+19,exp,0.5977311347250682,0.32065864101380237,0.08161022426112931
1.2163376810896143,7.29427093508931,1.0,2.732232869388255,5.323377956655542e+19,2.862312887666528e+19,7.268185370153699e+18,8.91250938133744e+19,8.91250938133744e+19,exp,0.5972928306591806,0.32115678819481924,0.08155038114600012
1.2711759029920888,7.941260788145649,1.0,2.708432648258433,6.056843611960027e+19,3.116195340220363e+19,8.269610478196091e+18,1e+20,1e+20,exp,0.6056843611960027,0.3116195340220363,0.0826961047819609
1.328964415994753,8.63986320396524,1.0,2.68524918357581,6.889242454279331e+19,3.3903308523160486e+19,9.406112364242715e+18,1.1220184543019652e+20,1.1220184543019654e+20,exp,0.6140043800407272,0.3021635552710455,0.08383206468822729
1.3898834213310982,9.39359934295983,1.0,2.6626617952857896,7.833604796043939e+19,3.6861011470779077e+19,1.0695481748198658e+19,1.2589254117941712e+20,1.2589254117941713e+20,exp,0.6222453469169228,0.29279742171735346,0.08495723136572386
1.4541248765921309,10.206178042560309,0.9999999999999999,2.640650549138723,8.904634431969195e+19,4.004961593146773e+19,1.2157794211115274e+19,1.4125375446227495e+20,1.4125375446227496e+20,exp,0.6303998407594456,0.28352956764886483,0.08607059159168963
1.5218933333295621,11.08150215609277,1.0,2.6191962321200237,1.0118918552780852e+20,4.348443692090578e+19,1.3815696797396791e+19,1.5848931924611108e+20,1.5848931924611108e+20,exp,0.6384605979073977,0.27436824845831226,0.08717115363429005
1.593406013474969,12.023679512754303,1.0,2.598280328703661,1.1495161943831093e+20,4.7181593791603876e+19,1.569472777397739e+19,1.778279410038922e+20,1.778279410038923e+20,exp,0.6464204600771649,0.26532159977363284,0.08825794014920227
1.6688946315172493,13.037025495357264,1.0,2.577884997889859,1.3054453116093147e+20,5.115802034811763e+19,1.7823679987839179e+19,1.9952623149688825e+20,1.995262314968883e+20,exp,0.6542725243771639,0.2563974669612074,0.0893300086616288
1.748605808101213,14.126073354155283,1.0,2.5579930509890634,1.482056034764383e+20,5.543150531908004e+19,2.0235005061316375e+19,2.238721138568347e+20,2.238721138568347e+20,exp,0.662010113377565,0.24760343914261812,0.09038644747981688
1.8328020603214816,15.295582436299144,0.9999999999999998,2.5385879301154137,1.6820265001839683e+20,6.0020724650048545e+19,2.2965268482511786e+19,2.5118864315095718e+20,2.5118864315095718e+20,exp,0.6696268107842434,0.23894680865001452,0.09142638056574205
1.921762785767183,16.550547317732285,0.9999999999999999,2.5196536873542783,1.9083735551578066e+20,6.494527733757635e+19,2.605566027308792e+19,2.818382931264449e+20,2.818382931264449e+20,exp,0.6771164890292701,0.23043453966860022,0.09244897130212969
